09:44:33.084 -> Система готова. Формат вывода: mq7,mq135,temp,hum,ky028_analog,ky028_digital
12:36:35.672 -> 146,135,29.0,55.0,169,1
12:36:40.675 -> 146,135,29.0,55.0,169,1
12:36:45.717 -> 146,135,29.0,55.0,159,1
12:36:50.718 -> 146,135,29.0,55.0,159,1
12:36:55.720 -> 146,135,29.0,55.0,169,1
12:37:00.721 -> 146,134,29.0,55.0,167,1
12:37:05.722 -> 145,135,29.0,55.0,158,1
12:37:10.723 -> 145,134,29.0,55.0,158,1
12:37:15.724 -> 146,135,29.0,55.0,164,1
12:37:20.725 -> 146,135,29.0,55.0,171,1
12:37:25.726 -> 146,135,29.0,55.0,167,1
12:37:30.727 -> 146,134,29.0,55.0,159,1
12:37:35.728 -> 146,135,29.0,55.0,158,1
12:37:40.728 -> 146,135,29.0,55.0,162,1
12:37:45.769 -> 146,134,29.0,55.0,171,1
12:37:50.769 -> 146,135,29.0,55.0,167,1
12:37:55.770 -> 146,135,29.0,55.0,158,1
12:38:00.771 -> 146,135,29.0,55.0,158,1
12:38:05.771 -> 146,135,29.0,55.0,164,1
12:38:10.773 -> 147,135,29.0,55.0,171,1
12:38:15.774 -> 146,135,29.0,55.0,166,1
12:38:20.776 -> 146,134,29.0,55.0,158,1
12:38:25.777 -> 146,135,29.0,55.0,160,1
12:38:30.779 -> 146,135,29.0,55.0,169,1
12:38:35.780 -> 146,135,29.0,55.0,169,1
12:38:40.781 -> 146,135,29.0,55.0,159,1
12:38:45.782 -> 146,134,29.0,55.0,160,1
12:38:50.783 -> 146,135,29.0,55.0,170,1
12:38:55.824 -> 146,135,29.0,55.0,167,1
12:39:00.787 -> 146,135,29.0,55.0,156,1
12:39:05.827 -> 147,138,29.0,55.0,160,1
12:39:10.828 -> 147,137,29.0,55.0,183,1
12:39:15.830 -> 147,136,29.0,56.0,166,1
12:39:20.830 -> 146,135,29.0,56.0,151,1
12:39:25.831 -> 146,135,29.0,56.0,151,1
12:39:30.832 -> 146,134,29.0,55.0,168,1
12:39:35.833 -> 146,134,29.0,55.0,180,1
12:39:40.834 -> 147,134,29.0,55.0,152,1
12:39:45.835 -> 146,134,29.0,55.0,152,1
12:39:50.836 -> 145,134,29.0,55.0,174,1
12:39:55.838 -> 145,134,29.0,55.0,175,1
12:40:00.839 -> 146,134,29.0,55.0,149,1
12:40:05.840 -> 144,133,29.0,55.0,155,1
12:40:10.881 -> 144,133,29.0,55.0,180,1
12:40:15.882 -> 145,133,29.0,55.0,166,1
12:40:20.883 -> 144,133,29.0,55.0,147,1
12:40:25.883 -> 145,133,29.0,55.0,161,1
12:40:30.885 -> 144,133,29.0,55.0,185,1
12:40:35.885 -> 144,133,29.0,55.0,161,1
12:40:40.887 -> 145,133,29.0,55.0,143,1
12:40:45.887 -> 145,134,29.0,55.0,158,1
12:40:50.889 -> 144,134,29.0,55.0,185,1
12:40:55.890 -> 145,134,29.0,55.0,160,1
12:41:00.890 -> 144,134,29.0,55.0,143,1
12:41:05.891 -> 145,133,29.0,55.0,165,1
12:41:10.892 -> 144,133,29.0,55.0,179,1
12:41:15.934 -> 144,133,29.0,55.0,162,1
12:41:20.935 -> 144,133,29.0,55.0,148,1
12:41:25.936 -> 143,132,29.0,55.0,158,1
12:41:30.936 -> 144,132,29.0,55.0,178,1
12:41:35.937 -> 144,132,29.0,55.0,167,1
12:41:40.938 -> 144,133,29.0,55.0,154,1
12:41:45.939 -> 144,133,29.0,55.0,164,1
12:41:50.940 -> 144,133,29.0,55.0,177,1
12:41:55.941 -> 144,132,29.0,55.0,150,1
12:42:00.942 -> 144,132,29.0,55.0,152,1
12:42:05.944 -> 144,132,29.0,55.0,176,1
12:42:10.944 -> 144,132,29.0,55.0,163,1
12:42:15.945 -> 144,133,29.0,55.0,149,1
12:42:20.986 -> 144,132,29.0,55.0,176,1
12:42:25.987 -> 144,133,29.0,55.0,157,1
12:42:30.988 -> 144,132,29.0,55.0,151,1
12:42:35.989 -> 143,132,29.0,55.0,178,1
12:42:40.990 -> 143,132,29.0,55.0,157,1
12:42:45.991 -> 144,132,29.0,55.0,158,1
12:42:50.992 -> 144,132,29.0,55.0,175,1
12:42:55.993 -> 144,132,29.0,55.0,154,1
12:43:00.994 -> 143,132,29.0,55.0,153,1
12:43:05.995 -> 143,132,29.0,55.0,177,1
12:43:10.996 -> 144,132,29.0,55.0,161,1
12:43:15.997 -> 144,132,29.0,55.0,148,1
12:43:20.999 -> 144,132,29.0,55.0,161,1
12:43:26.041 -> 144,133,29.0,55.0,179,1
12:43:31.042 -> 145,133,29.0,55.0,161,1
12:43:36.043 -> 144,133,29.0,55.0,148,1
12:43:41.044 -> 144,133,29.0,55.0,157,1
12:43:46.045 -> 144,132,29.0,55.0,178,1
12:43:51.046 -> 143,132,29.0,55.0,165,1
12:43:56.048 -> 144,132,29.0,55.0,147,1
12:44:01.048 -> 144,132,29.0,55.0,169,1
12:44:06.050 -> 144,132,29.0,55.0,176,1
12:44:11.052 -> 144,132,29.0,55.0,154,1
12:44:16.052 -> 144,133,29.0,55.0,148,1
12:44:21.053 -> 144,132,29.0,55.0,160,1
12:44:26.054 -> 144,132,29.0,55.0,172,1
12:44:31.095 -> 144,136,29.0,55.0,164,1
12:44:36.096 -> 144,133,29.0,55.0,149,1
12:44:41.097 -> 144,132,29.0,55.0,156,1
12:44:46.098 -> 144,132,29.0,55.0,176,1
12:44:51.099 -> 144,132,29.0,55.0,165,1
12:44:56.100 -> 144,132,29.0,55.0,149,1
12:45:01.110 -> 144,132,29.0,55.0,158,1
12:45:06.086 -> 144,132,29.0,55.0,169,1
12:45:11.127 -> 144,132,29.0,55.0,172,1
12:45:16.129 -> 144,132,29.0,55.0,167,1
12:45:21.130 -> 144,132,29.0,55.0,156,1
12:45:26.131 -> 144,133,29.0,55.0,150,1
12:45:31.133 -> 145,133,29.0,55.0,157,1
12:45:36.135 -> 145,133,29.0,55.0,172,1
12:45:41.136 -> 145,133,29.0,55.0,176,1
12:45:46.138 -> 145,133,29.0,55.0,156,1
12:45:51.139 -> 144,132,29.0,55.0,149,1
12:45:56.140 -> 145,133,29.0,55.0,165,1
12:46:01.140 -> 145,132,29.0,55.0,171,1
12:46:06.137 -> 145,133,29.0,55.0,158,1
12:46:11.138 -> 145,132,29.0,55.0,156,1
12:46:16.139 -> 145,133,29.0,55.0,172,1
12:46:21.180 -> 145,133,29.0,55.0,168,1
12:46:26.180 -> 146,133,29.0,55.0,150,1
12:46:31.181 -> 145,132,29.0,55.0,158,1
12:46:36.176 -> 144,131,29.0,55.0,175,1
12:46:41.178 -> 145,132,30.0,55.0,154,1
12:46:46.178 -> 146,133,29.0,54.0,152,1
12:46:51.180 -> 146,133,30.0,55.0,170,1
12:46:56.181 -> 146,134,30.0,54.0,176,1
12:47:01.181 -> 146,133,29.0,54.0,160,1
12:47:06.182 -> 143,131,30.0,55.0,153,1
12:47:11.182 -> 148,135,29.0,54.0,161,1
12:47:16.183 -> 150,136,29.0,55.0,174,1
12:47:21.224 -> 151,137,30.0,55.0,169,1
12:47:26.225 -> 151,137,30.0,54.0,156,1
12:47:31.226 -> 152,137,30.0,54.0,162,1
12:47:36.228 -> 153,138,30.0,54.0,175,1
12:47:41.230 -> 153,137,30.0,54.0,168,1
12:47:46.231 -> 153,138,30.0,54.0,157,1
12:47:51.233 -> 153,138,30.0,54.0,156,1
12:47:56.234 -> 153,138,30.0,54.0,159,1
12:48:01.235 -> 153,138,30.0,54.0,163,1
12:48:06.236 -> 153,137,30.0,54.0,169,1
12:48:11.237 -> 153,137,30.0,54.0,174,1
12:48:16.237 -> 153,137,30.0,54.0,179,1
12:48:21.240 -> 153,138,30.0,54.0,177,1
12:48:26.241 -> 153,138,30.0,54.0,174,1
12:48:31.242 -> 154,139,30.0,54.0,166,1
12:48:36.244 -> 153,138,30.0,54.0,160,1
12:48:41.246 -> 155,139,30.0,54.0,159,1
12:48:46.246 -> 156,140,30.0,54.0,155,1
12:48:51.247 -> 155,139,30.0,54.0,153,1
12:48:56.248 -> 153,138,30.0,54.0,154,1
12:49:01.289 -> 151,136,30.0,54.0,164,1
12:49:06.289 -> 151,136,30.0,54.0,177,1
12:49:11.291 -> 150,135,30.0,54.0,178,1
12:49:16.292 -> 150,136,30.0,54.0,171,1
12:49:21.293 -> 150,136,30.0,54.0,165,1
12:49:26.293 -> 150,137,30.0,54.0,155,1
12:49:31.295 -> 150,136,30.0,54.0,152,1
12:49:36.296 -> 150,137,30.0,54.0,155,1
12:49:41.296 -> 151,136,30.0,54.0,166,1
12:49:46.298 -> 151,137,30.0,54.0,178,1
12:49:51.300 -> 150,137,30.0,54.0,178,1
12:49:56.301 -> 150,136,30.0,54.0,164,1
12:50:01.302 -> 150,137,30.0,54.0,153,1
12:50:06.303 -> 150,136,30.0,54.0,150,1
12:50:11.344 -> 149,136,30.0,54.0,158,1
12:50:16.346 -> 149,136,30.0,54.0,166,1
12:50:21.348 -> 149,137,30.0,54.0,168,1
12:50:26.349 -> 150,138,30.0,54.0,175,1
12:50:31.350 -> 150,136,30.0,54.0,174,1
12:50:36.351 -> 149,136,30.0,54.0,178,1
12:50:41.352 -> 149,136,30.0,54.0,182,1
12:50:46.353 -> 149,135,30.0,54.0,183,1
12:50:51.355 -> 148,135,30.0,54.0,171,1
12:50:56.356 -> 148,134,30.0,54.0,184,1
12:51:01.358 -> 148,135,30.0,54.0,184,1
12:51:06.359 -> 148,134,30.0,54.0,189,1
12:51:11.360 -> 148,135,30.0,54.0,190,1
12:51:16.362 -> 147,134,30.0,54.0,191,1
12:51:21.363 -> 147,134,30.0,54.0,190,1
12:51:26.364 -> 147,134,30.0,54.0,191,1
12:51:31.365 -> 147,134,30.0,54.0,183,1
12:51:36.366 -> 146,134,30.0,54.0,159,1
12:51:41.368 -> 146,134,30.0,54.0,141,1
12:51:46.368 -> 148,134,30.0,54.0,156,1
12:51:51.409 -> 147,134,30.0,54.0,160,1
12:51:56.411 -> 147,134,30.0,54.0,167,1
12:52:01.414 -> 147,134,30.0,54.0,170,1
12:52:06.416 -> 147,134,30.0,53.0,164,1
12:52:11.417 -> 148,133,30.0,53.0,157,1
12:52:16.418 -> 149,134,30.0,53.0,157,1
12:52:21.419 -> 153,134,30.0,53.0,161,1
12:52:26.420 -> 152,134,30.0,53.0,169,1
12:52:31.422 -> 151,133,30.0,54.0,164,1
12:52:36.422 -> 150,133,30.0,53.0,156,1
12:52:41.424 -> 151,133,30.0,53.0,164,1
12:52:46.426 -> 150,133,30.0,53.0,167,1
12:52:51.427 -> 151,133,30.0,53.0,157,1
12:52:56.428 -> 154,133,30.0,53.0,163,1
12:53:01.429 -> 154,133,30.0,53.0,167,1
12:53:06.431 -> 154,133,30.0,53.0,156,1
12:53:11.432 -> 153,134,30.0,53.0,162,1
12:53:16.433 -> 152,134,30.0,53.0,168,1
12:53:21.434 -> 158,133,30.0,53.0,159,1
12:53:26.434 -> 155,135,30.0,53.0,159,1
12:53:31.435 -> 153,134,30.0,54.0,167,1
12:53:36.437 -> 152,134,30.0,54.0,167,1
12:53:41.438 -> 152,133,30.0,54.0,157,1
12:53:46.439 -> 155,133,30.0,54.0,163,1
12:53:51.479 -> 153,134,30.0,54.0,166,1
12:53:56.480 -> 152,133,30.0,54.0,156,1
12:54:01.481 -> 152,133,29.0,54.0,164,1
12:54:06.482 -> 151,133,30.0,54.0,164,1
12:54:11.483 -> 152,133,30.0,53.0,157,1
12:54:16.484 -> 151,133,30.0,53.0,169,1
12:54:21.485 -> 151,133,30.0,53.0,158,1
12:54:26.487 -> 151,133,30.0,53.0,160,1
12:54:31.489 -> 150,133,30.0,53.0,168,1
12:54:36.490 -> 150,133,30.0,53.0,160,1
12:54:41.491 -> 150,133,30.0,53.0,158,1
12:54:46.492 -> 150,133,30.0,53.0,168,1
12:54:51.492 -> 150,133,30.0,53.0,166,1
12:54:56.494 -> 150,133,30.0,53.0,159,1
12:55:01.496 -> 152,133,30.0,53.0,159,1
12:55:06.497 -> 151,133,30.0,53.0,167,1
12:55:11.497 -> 160,135,30.0,53.0,170,1
12:55:16.498 -> 156,133,30.0,53.0,162,1
12:55:21.499 -> 154,133,30.0,53.0,158,1
12:55:26.500 -> 153,133,30.0,53.0,157,1
12:55:31.541 -> 155,133,30.0,53.0,162,1
12:55:36.541 -> 153,133,30.0,53.0,168,1
12:55:41.542 -> 153,132,30.0,53.0,166,1
12:55:46.543 -> 152,132,30.0,53.0,159,1
12:55:51.544 -> 152,132,29.0,53.0,157,1
12:55:56.546 -> 153,133,30.0,54.0,160,1
12:56:01.547 -> 152,132,30.0,53.0,164,1
12:56:06.547 -> 152,133,30.0,53.0,167,1
12:56:11.548 -> 154,132,29.0,53.0,169,1
12:56:16.550 -> 154,134,29.0,54.0,170,1
12:56:21.551 -> 153,133,30.0,54.0,169,1
12:56:26.552 -> 152,133,29.0,53.0,169,1
12:56:31.554 -> 152,132,30.0,54.0,167,1
12:56:36.555 -> 151,132,30.0,53.0,165,1
12:56:41.556 -> 151,133,30.0,53.0,164,1
12:56:46.557 -> 151,133,29.0,53.0,162,1
12:56:51.598 -> 151,132,29.0,54.0,159,1
12:56:56.599 -> 153,132,29.0,54.0,157,1
12:57:01.600 -> 152,133,30.0,54.0,158,1
12:57:06.602 -> 151,133,29.0,53.0,158,1
12:57:11.603 -> 153,134,30.0,54.0,160,1
12:57:16.604 -> 153,134,30.0,53.0,162,1
12:57:21.604 -> 152,134,30.0,53.0,165,1
12:57:26.606 -> 152,133,30.0,53.0,167,1
12:57:31.608 -> 152,133,30.0,53.0,167,1
12:57:36.608 -> 152,133,30.0,53.0,165,1
12:57:41.610 -> 152,133,30.0,53.0,160,1
12:57:46.610 -> 152,133,30.0,53.0,158,1
12:57:51.611 -> 152,133,30.0,53.0,161,1
12:57:56.612 -> 151,133,30.0,53.0,166,1
12:58:01.612 -> 154,134,30.0,53.0,168,1
12:58:06.613 -> 155,133,29.0,53.0,159,1
12:58:11.613 -> 153,134,29.0,54.0,161,1
12:58:16.614 -> 153,133,29.0,54.0,168,1
12:58:21.615 -> 154,134,29.0,54.0,161,1
12:58:26.656 -> 154,134,29.0,54.0,158,1
12:58:31.657 -> 153,134,30.0,54.0,164,1
12:58:36.659 -> 152,134,30.0,53.0,167,1
12:58:41.660 -> 152,133,29.0,53.0,158,1
12:58:46.661 -> 151,133,29.0,54.0,159,1
12:58:51.662 -> 152,133,29.0,54.0,168,1
12:58:56.662 -> 152,133,30.0,54.0,168,1
12:59:01.663 -> 151,133,29.0,53.0,161,1
12:59:06.664 -> 152,133,30.0,54.0,157,1
12:59:11.665 -> 152,133,30.0,53.0,161,1
12:59:16.666 -> 151,133,30.0,53.0,169,1
12:59:21.667 -> 151,133,30.0,53.0,164,1
12:59:26.668 -> 151,133,30.0,53.0,157,1
12:59:31.670 -> 151,133,30.0,53.0,162,1
12:59:36.671 -> 151,133,30.0,53.0,169,1
12:59:41.673 -> 151,133,30.0,53.0,162,1
12:59:46.673 -> 150,133,29.0,53.0,158,1
12:59:51.677 -> 151,133,30.0,54.0,161,1
12:59:56.679 -> 151,133,29.0,53.0,168,1
13:00:01.702 -> 151,133,30.0,54.0,166,1
13:00:06.702 -> 151,133,30.0,53.0,160,1
13:00:11.704 -> 151,133,30.0,53.0,157,1
13:00:16.705 -> 151,133,30.0,53.0,159,1
13:00:21.707 -> 151,133,30.0,53.0,163,1
13:00:26.708 -> 151,133,30.0,53.0,168,1
13:00:31.709 -> 151,133,30.0,53.0,167,1
13:00:36.711 -> 151,133,30.0,53.0,160,1
13:00:41.713 -> 151,133,30.0,53.0,158,1
13:00:46.714 -> 151,133,30.0,53.0,157,1
13:00:51.715 -> 151,133,30.0,53.0,158,1
13:00:56.717 -> 151,133,30.0,53.0,160,1
13:01:01.718 -> 151,133,30.0,53.0,163,1
13:01:06.759 -> 151,133,30.0,53.0,167,1
13:01:11.760 -> 151,133,29.0,53.0,166,1
13:01:16.761 -> 154,136,29.0,54.0,170,1
13:01:21.764 -> 153,134,29.0,54.0,167,1
13:01:26.765 -> 153,133,29.0,54.0,164,1
13:01:31.767 -> 152,133,29.0,54.0,161,1
13:01:36.767 -> 152,134,30.0,54.0,160,1
13:01:41.770 -> 153,133,30.0,53.0,158,1
13:01:46.771 -> 153,133,29.0,53.0,157,1
13:01:51.771 -> 153,133,30.0,54.0,160,1
13:01:56.773 -> 153,134,30.0,53.0,165,1
13:02:01.774 -> 152,133,30.0,53.0,168,1
13:02:06.775 -> 153,133,30.0,53.0,168,1
13:02:11.777 -> 152,133,30.0,53.0,162,1
13:02:16.778 -> 153,133,30.0,53.0,158,1
13:02:21.779 -> 152,133,30.0,53.0,157,1
13:02:26.781 -> 152,133,30.0,53.0,159,1
13:02:31.783 -> 152,133,30.0,53.0,162,1
13:02:36.784 -> 152,133,30.0,53.0,167,1
13:02:41.787 -> 152,133,30.0,53.0,167,1
13:02:46.789 -> 152,133,30.0,53.0,163,1
13:02:51.793 -> 152,133,30.0,53.0,159,1
13:02:56.799 -> 155,133,30.0,53.0,157,1
13:03:01.800 -> 155,135,30.0,53.0,159,1
13:03:06.803 -> 154,133,30.0,53.0,159,1
13:03:11.807 -> 159,134,30.0,53.0,160,1
13:03:16.809 -> 159,134,30.0,53.0,161,1
13:03:21.812 -> 155,134,30.0,53.0,161,1
13:03:26.814 -> 154,134,29.0,53.0,163,1
13:03:31.818 -> 154,133,30.0,54.0,166,1
13:03:36.822 -> 153,133,29.0,53.0,167,1
13:03:41.825 -> 153,132,30.0,54.0,168,1
13:03:46.828 -> 153,132,30.0,53.0,168,1
13:03:51.832 -> 153,133,30.0,53.0,168,1
13:03:56.833 -> 153,133,30.0,53.0,167,1
13:04:01.834 -> 153,133,30.0,53.0,164,1
13:04:06.836 -> 152,132,30.0,53.0,160,1
13:04:11.839 -> 153,133,30.0,53.0,158,1
13:04:16.840 -> 152,133,30.0,53.0,157,1
13:04:21.843 -> 153,133,30.0,53.0,158,1
13:04:26.887 -> 152,133,29.0,53.0,160,1
13:04:31.849 -> 152,133,29.0,54.0,165,1
13:04:36.892 -> 152,133,29.0,54.0,168,1
13:04:41.856 -> 152,133,30.0,54.0,168,1
13:04:46.859 -> 152,133,29.0,53.0,161,1
13:04:51.903 -> 153,133,29.0,54.0,158,1
13:04:56.864 -> 152,133,30.0,54.0,159,1
13:05:01.906 -> 152,133,30.0,53.0,163,1
13:05:06.907 -> 152,132,29.0,53.0,168,1
13:05:11.908 -> 152,133,30.0,54.0,167,1
13:05:16.911 -> 153,133,30.0,53.0,162,1
13:05:21.916 -> 152,133,30.0,53.0,159,1
13:05:26.921 -> 152,133,30.0,53.0,158,1
13:05:31.924 -> 152,133,30.0,53.0,162,1
13:05:36.928 -> 152,133,30.0,53.0,167,1
13:05:41.931 -> 152,133,29.0,53.0,168,1
13:05:46.935 -> 153,133,30.0,54.0,161,1
13:05:51.901 -> 153,133,30.0,53.0,158,1
13:05:56.942 -> 153,133,29.0,53.0,158,1
13:06:01.944 -> 153,133,30.0,54.0,160,1
13:06:06.948 -> 153,133,30.0,53.0,164,1
13:06:11.951 -> 153,133,29.0,53.0,167,1
13:06:16.954 -> 152,133,30.0,54.0,168,1
13:06:21.956 -> 153,133,30.0,53.0,165,1
13:06:26.958 -> 152,133,30.0,53.0,159,1
13:06:31.959 -> 153,133,30.0,53.0,157,1
13:06:36.961 -> 152,133,30.0,53.0,158,1
13:06:41.963 -> 152,133,30.0,53.0,162,1
13:06:46.965 -> 152,133,30.0,53.0,167,1
13:06:51.967 -> 152,133,30.0,53.0,168,1
13:06:56.972 -> 152,133,30.0,53.0,167,1
13:07:01.974 -> 152,133,30.0,53.0,162,1
13:07:06.977 -> 152,133,30.0,53.0,158,1
13:07:11.977 -> 152,133,30.0,53.0,158,1
13:07:16.980 -> 152,133,30.0,53.0,158,1
13:07:21.986 -> 153,134,29.0,53.0,161,1
13:07:26.993 -> 152,134,30.0,54.0,167,1
13:07:31.995 -> 153,134,30.0,53.0,167,1
13:07:36.999 -> 157,134,30.0,53.0,165,1
13:07:42.005 -> 154,133,30.0,53.0,159,1
13:07:47.009 -> 153,133,30.0,53.0,157,1
13:07:52.011 -> 152,133,30.0,53.0,159,1
13:07:57.014 -> 158,133,30.0,53.0,162,1
13:08:02.015 -> 159,133,30.0,53.0,166,1
13:08:07.019 -> 158,133,29.0,53.0,169,1
13:08:12.021 -> 158,133,29.0,54.0,167,1
13:08:17.023 -> 158,133,29.0,54.0,166,1
13:08:22.028 -> 158,133,30.0,54.0,162,1
13:08:27.030 -> 158,133,29.0,53.0,160,1
13:08:32.032 -> 158,133,30.0,54.0,159,1
13:08:37.036 -> 157,133,30.0,53.0,157,1
13:08:42.039 -> 157,133,30.0,53.0,157,1
13:08:47.042 -> 158,133,29.0,53.0,158,1
13:08:52.047 -> 158,133,29.0,54.0,160,1
13:08:57.043 -> 157,133,29.0,54.0,162,1
13:09:02.044 -> 157,133,29.0,54.0,165,1
13:09:07.046 -> 158,133,29.0,54.0,168,1
13:09:12.048 -> 159,133,29.0,54.0,168,1
13:09:17.053 -> 159,133,30.0,54.0,166,1
13:09:22.054 -> 159,133,29.0,53.0,162,1
13:09:27.060 -> 159,133,29.0,54.0,159,1
13:09:32.061 -> 159,133,30.0,54.0,158,1
13:09:37.064 -> 159,132,30.0,53.0,157,1
13:09:42.070 -> 159,132,29.0,53.0,158,1
13:09:47.071 -> 159,133,30.0,54.0,162,1
13:09:52.076 -> 160,132,30.0,53.0,165,1
13:09:57.077 -> 160,133,30.0,53.0,168,1
13:10:02.079 -> 160,133,29.0,53.0,167,1
13:10:07.073 -> 160,133,30.0,54.0,162,1
13:10:12.076 -> 160,133,30.0,53.0,158,1
13:10:17.077 -> 160,132,30.0,53.0,157,1
13:10:22.081 -> 160,132,29.0,53.0,162,1
13:10:27.083 -> 160,133,30.0,54.0,168,1
13:10:32.086 -> 160,132,29.0,53.0,161,1
13:10:37.088 -> 160,133,30.0,54.0,158,1
13:10:42.091 -> 161,133,29.0,53.0,165,1
13:10:47.133 -> 160,133,29.0,54.0,162,1
13:10:52.127 -> 160,133,29.0,54.0,158,1
13:10:57.121 -> 161,133,29.0,54.0,162,1
13:11:02.117 -> 164,135,29.0,54.0,170,1
13:11:07.119 -> 161,134,29.0,54.0,161,1
13:11:12.121 -> 161,133,29.0,54.0,157,1
13:11:17.122 -> 161,133,29.0,54.0,167,1
13:11:22.124 -> 161,133,30.0,54.0,166,1
13:11:27.127 -> 160,133,29.0,53.0,158,1
13:11:32.129 -> 160,132,29.0,54.0,164,1
13:11:37.131 -> 160,133,29.0,54.0,166,1
13:11:42.133 -> 160,132,29.0,54.0,156,1
13:11:47.135 -> 160,133,29.0,54.0,165,1
13:11:52.137 -> 160,133,29.0,54.0,166,1
13:11:57.139 -> 160,133,30.0,54.0,157,1
13:12:02.182 -> 160,132,29.0,53.0,161,1
13:12:07.183 -> 159,132,29.0,54.0,167,1
13:12:12.185 -> 159,132,29.0,54.0,157,1
13:12:17.187 -> 159,132,29.0,54.0,160,1
13:12:22.188 -> 160,132,29.0,54.0,168,1
13:12:27.190 -> 159,132,29.0,54.0,159,1
13:12:32.192 -> 159,132,30.0,54.0,157,1
13:12:37.194 -> 159,132,30.0,53.0,165,1
13:12:42.196 -> 159,132,29.0,53.0,168,1
13:12:47.197 -> 159,132,29.0,54.0,158,1
13:12:52.200 -> 160,132,29.0,54.0,158,1
13:12:57.202 -> 159,132,29.0,54.0,167,1
13:13:02.203 -> 159,132,29.0,54.0,166,1
13:13:07.204 -> 159,132,29.0,54.0,158,1
13:13:12.204 -> 159,133,29.0,54.0,156,1
13:13:17.205 -> 159,132,29.0,54.0,159,1
13:13:22.206 -> 159,133,29.0,54.0,166,1
13:13:27.207 -> 159,132,29.0,54.0,166,1
13:13:32.207 -> 160,132,30.0,54.0,159,1
13:13:37.208 -> 159,132,29.0,53.0,156,1
13:13:42.249 -> 159,132,30.0,54.0,165,1
13:13:47.250 -> 159,132,30.0,53.0,168,1
13:13:52.251 -> 159,132,29.0,53.0,159,1
13:13:57.251 -> 159,133,30.0,54.0,158,1
13:14:02.252 -> 159,132,30.0,53.0,159,1
13:14:07.253 -> 159,133,29.0,53.0,162,1
13:14:12.254 -> 152,126,29.0,54.0,166,1
13:14:17.255 -> 157,129,29.0,54.0,163,1
13:14:22.255 -> 160,132,30.0,54.0,158,1
13:14:27.256 -> 164,135,30.0,53.0,160,1
13:14:32.257 -> 169,139,30.0,53.0,164,1
13:14:37.257 -> 174,142,30.0,53.0,173,1
13:14:42.258 -> 176,143,30.0,53.0,172,1
13:14:47.259 -> 175,142,30.0,53.0,168,1
13:14:52.260 -> 176,141,30.0,53.0,165,1
13:14:57.261 -> 176,142,30.0,53.0,165,1
13:15:02.280 -> 175,141,30.0,53.0,163,1
13:15:07.282 -> 176,142,30.0,53.0,162,1
13:15:12.284 -> 176,141,30.0,53.0,162,1
13:15:17.286 -> 175,141,30.0,53.0,162,1
13:15:22.287 -> 175,142,30.0,53.0,162,1
13:15:27.289 -> 175,141,30.0,53.0,162,1
13:15:32.291 -> 175,142,30.0,53.0,162,1
13:15:37.293 -> 175,142,30.0,53.0,162,1
13:15:42.294 -> 175,143,30.0,53.0,163,1
13:15:47.295 -> 176,143,30.0,53.0,163,1
13:15:52.296 -> 175,142,29.0,53.0,162,1
13:15:57.297 -> 176,141,30.0,54.0,162,1
13:16:02.297 -> 174,141,30.0,53.0,161,1
13:16:07.339 -> 174,140,30.0,53.0,162,1
13:16:12.340 -> 173,139,30.0,53.0,161,1
13:16:17.340 -> 172,139,30.0,53.0,162,1
13:16:22.341 -> 172,139,30.0,53.0,161,1
13:16:27.342 -> 171,138,30.0,53.0,161,1
13:16:32.343 -> 171,138,30.0,53.0,150,1
13:16:37.345 -> 171,139,30.0,53.0,157,1
13:16:42.346 -> 171,138,30.0,53.0,158,1
13:16:47.347 -> 171,138,30.0,53.0,155,1
13:16:52.348 -> 170,138,30.0,53.0,159,1
13:16:57.349 -> 170,138,30.0,53.0,154,1
13:17:02.352 -> 170,138,30.0,53.0,154,1
13:17:07.353 -> 170,138,30.0,53.0,154,1
13:17:12.354 -> 170,137,30.0,53.0,159,1
13:17:17.355 -> 169,137,30.0,53.0,153,1
13:17:22.356 -> 168,137,30.0,53.0,153,1
13:17:27.357 -> 169,138,30.0,53.0,158,1
13:17:32.398 -> 169,137,30.0,53.0,153,1
13:17:37.399 -> 168,137,30.0,53.0,153,1
13:17:42.400 -> 169,137,30.0,53.0,158,1
13:17:47.401 -> 168,137,30.0,53.0,167,1
13:17:52.401 -> 169,138,30.0,53.0,176,1
13:17:57.403 -> 168,137,30.0,53.0,170,1
13:18:02.403 -> 168,136,30.0,53.0,166,1
13:18:07.404 -> 170,138,30.0,53.0,158,1
13:18:12.405 -> 169,137,30.0,53.0,150,1
13:18:17.406 -> 172,138,30.0,53.0,159,1
13:18:22.407 -> 173,140,30.0,53.0,180,1
13:18:27.408 -> 171,137,30.0,53.0,171,1
13:18:32.409 -> 169,136,30.0,53.0,150,1
13:18:37.410 -> 167,135,30.0,53.0,160,1
13:18:42.411 -> 161,132,30.0,53.0,174,1
13:18:47.412 -> 163,134,30.0,53.0,153,1
13:18:52.452 -> 178,146,30.0,53.0,167,1
13:18:57.454 -> 177,143,30.0,53.0,183,1
13:19:02.454 -> 173,139,30.0,53.0,157,1
13:19:07.455 -> 173,140,30.0,53.0,161,1
13:19:12.456 -> 175,142,30.0,53.0,179,1
13:19:17.457 -> 174,141,30.0,53.0,155,1
13:19:22.458 -> 170,137,30.0,53.0,163,1
13:19:27.459 -> 167,136,30.0,53.0,172,1
13:19:32.460 -> 166,134,30.0,53.0,152,1
